 1.008849,0.516723,0.968874,0.556136 
 0.957435,0.582112,1.022143,0.511749 
 0.935198,0.596017,1.003741,0.514360 
 0.910260,0.626832,0.980558,0.545692 
 0.902016,0.632093,1.014214,0.497389 
 0.897635,0.642616,1.006718,0.510444 
 0.880660,0.662533,1.031816,0.494778 
 0.882548,0.652762,1.073251,0.442559 
 0.874498,0.667042,1.022395,0.498695 
 0.867900,0.676813,1.031743,0.493473 
 0.860088,0.683953,1.011043,0.527415 
 0.864547,0.679444,1.054096,0.472585 
 0.854419,0.688463,1.034789,0.494778 
 0.859264,0.681699,1.077340,0.453003 
 0.855053,0.687336,1.075487,0.451697 
 0.852684,0.695603,1.058750,0.475196 
 0.854197,0.687336,1.028260,0.496084 
 0.855455,0.688463,1.098705,0.439948 
 0.854325,0.687336,1.076836,0.460836 
 0.848870,0.694476,1.090415,0.446475 
 0.844826,0.696355,1.002728,0.532637 
 0.843429,0.700864,1.077091,0.460836 
 0.845405,0.697482,1.098041,0.429504 
 0.846909,0.698610,0.990434,0.553525 
 0.852597,0.691094,1.061933,0.467363 
 0.842112,0.703119,1.049768,0.479112 
 0.843378,0.702368,1.083304,0.449086 
 0.837665,0.704622,1.078491,0.456919 
 0.835128,0.713641,1.012288,0.528721 
 0.833108,0.713641,1.042492,0.501305 
