 1.094173,0.377678,1.109868,0.242820 
 1.090600,0.391958,1.134022,0.332898 
 1.079073,0.407741,1.058245,0.483029 
 1.077670,0.410372,1.114975,0.378590 
 1.070051,0.431041,1.087591,0.420366 
 1.070758,0.424652,1.166760,0.313316 
 1.062733,0.441188,1.099630,0.416449 
 1.057110,0.445697,1.064635,0.469974 
 1.052802,0.457723,1.064926,0.454308 
 1.045745,0.461481,1.071561,0.417755 
 1.050448,0.449455,1.116302,0.360313 
 1.040441,0.471251,1.054843,0.458225 
 1.028792,0.477640,1.134236,0.351175 
 1.052925,0.459977,1.279158,0.242820 
 1.029455,0.485156,1.156790,0.372063 
 1.032523,0.481022,1.034423,0.496084 
 1.021204,0.490417,1.187157,0.325065 
 1.010788,0.507328,1.142025,0.338120 
 1.009845,0.513717,1.135836,0.351175 
 1.008424,0.512965,1.118026,0.362924 
 1.017514,0.500188,1.113371,0.389034 
 1.004138,0.509959,1.112732,0.409922 
 1.018934,0.497933,1.193457,0.291123 
 1.002216,0.515220,1.137702,0.400783 
 0.998393,0.527621,1.083126,0.436031 
 0.991126,0.535137,1.063418,0.450392 
 0.994646,0.527997,1.189004,0.319843 
 0.983960,0.538895,1.051891,0.453003 
 1.024559,0.502818,1.170560,0.362924 
 0.980952,0.546411,1.042291,0.472585 
 0.977876,0.537016,1.118681,0.400783 
 0.984388,0.538895,1.118732,0.398172 
 0.976308,0.553551,1.074415,0.436031 
 0.985196,0.541150,1.061859,0.456919 
 0.971922,0.559188,1.077483,0.432115 
 0.974012,0.552424,1.140901,0.390339 
 0.976543,0.544908,1.047966,0.473890 
 0.975939,0.546035,1.041530,0.480418 
 0.968607,0.558437,1.103548,0.421671 
 0.960243,0.565577,1.035930,0.476501 
 0.963623,0.573469,1.078572,0.430809 
 0.964588,0.562946,1.066758,0.446475 
 0.952770,0.574220,1.103380,0.399478 
 0.964335,0.558437,1.034685,0.500000 
 0.952535,0.574972,1.075056,0.436031 
 0.949312,0.590755,1.063632,0.460836 
 0.967558,0.562946,1.070736,0.443864 
 0.966629,0.571590,1.184714,0.339426 
 0.984319,0.541902,1.078851,0.429504 
 0.946554,0.580233,1.060730,0.460836 
