 0.991415,0.525366,1.117183,0.249347 
 0.951394,0.582864,1.101601,0.408616 
 0.920360,0.611424,1.111578,0.402089 
 0.908005,0.624201,1.085392,0.438642 
 0.901473,0.638482,1.290479,0.245431 
 0.898069,0.637730,1.292840,0.242820 
 0.880505,0.663284,1.278647,0.257180 
 0.882808,0.653138,1.286308,0.249347 
 0.881936,0.654265,1.107323,0.416449 
 0.868703,0.671928,1.185915,0.372063 
 0.867457,0.668546,1.116824,0.416449 
 0.857963,0.678692,1.046370,0.498695 
 0.849316,0.693348,1.255297,0.284595 
 0.849531,0.692221,1.073979,0.460836 
 0.852858,0.687336,1.286407,0.249347 
 0.849674,0.689590,1.111818,0.415144 
 0.853142,0.683578,1.088927,0.446475 
 0.843841,0.702743,1.189992,0.368146 
 0.845556,0.703495,1.280781,0.255875 
 0.840208,0.701616,1.089694,0.439948 
 0.844680,0.698610,1.189230,0.365535 
 0.832284,0.707629,1.191030,0.366841 
 0.848082,0.690342,1.214641,0.327676 
 0.839506,0.700113,1.244202,0.297650 
 0.830487,0.708756,1.078320,0.460836 
 0.827108,0.715896,1.061545,0.462141 
 0.819820,0.719654,1.030721,0.503916 
 0.842529,0.701240,1.122845,0.409922 
 0.831851,0.707253,1.161675,0.385117 
 0.819704,0.725291,1.150040,0.386423 
 0.819154,0.715896,1.195859,0.361619 
 0.824587,0.715145,1.128351,0.399478 
 0.823341,0.716272,1.066063,0.480418 
 0.845547,0.695227,1.089502,0.443864 
 0.825095,0.720030,1.292840,0.242820 
 0.822707,0.720406,1.109144,0.425587 
 0.825516,0.714393,1.060290,0.480418 
 0.819301,0.724540,1.068990,0.462141 
 0.828282,0.710635,1.094935,0.436031 
 0.812382,0.730928,1.111207,0.420366 
 0.820622,0.725667,1.227213,0.314621 
 0.844248,0.698610,1.113273,0.434726 
 0.832181,0.705374,1.071806,0.477807 
 0.822793,0.716648,1.228240,0.325065 
 0.820804,0.722661,1.104803,0.442559 
 0.816062,0.723788,1.150357,0.404700 
 0.832301,0.712138,1.124129,0.406005 
 0.830885,0.708756,1.289252,0.246736 
 0.820087,0.721157,1.286939,0.249347 
 0.816293,0.726043,1.128429,0.416449 
