 0.938720,0.617813,1.116441,0.297650 
 0.870667,0.681699,0.996570,0.522193 
 0.845336,0.709132,1.020983,0.493473 
 0.839720,0.703495,1.028169,0.473890 
 0.827647,0.724540,1.016274,0.502611 
 0.826070,0.716272,0.994513,0.530026 
 0.820379,0.728298,1.009495,0.513055 
 0.815406,0.733183,1.019299,0.503916 
 0.807355,0.736565,0.994226,0.536554 
 0.807368,0.741451,1.027043,0.489556 
 0.809756,0.730552,1.031358,0.493473 
 0.802589,0.747463,1.028569,0.500000 
 0.799323,0.753476,1.015883,0.507833 
 0.795060,0.757234,1.000737,0.514360 
 0.791312,0.755355,1.019820,0.502611 
 0.787179,0.766629,1.028866,0.488251 
 0.801444,0.750094,1.010318,0.513055 
 0.790982,0.757610,1.005593,0.523499 
 0.793031,0.754228,1.023528,0.506527 
 0.777370,0.774521,1.023374,0.497389 
 0.781970,0.769260,1.040992,0.473890 
 0.767967,0.782037,1.046393,0.477807 
 0.772026,0.773018,1.052659,0.467363 
 0.771636,0.776776,1.064921,0.455614 
 0.766570,0.783164,1.057633,0.466057 
 0.767774,0.779406,1.037030,0.486945 
 0.761147,0.786546,1.017330,0.506527 
 0.774598,0.776024,1.059936,0.466057 
 0.767193,0.778279,1.090947,0.441253 
 0.758019,0.795566,1.026986,0.493473 
 0.767679,0.783916,1.029465,0.497389 
 0.766425,0.784667,1.057414,0.471279 
 0.761494,0.786546,1.026916,0.506527 
 0.768315,0.780909,1.051647,0.475196 
 0.771973,0.780909,1.015918,0.514360 
 0.763244,0.785795,1.019427,0.514360 
 0.767301,0.779782,0.999480,0.532637 
 0.763295,0.788050,1.009698,0.527415 
 0.754633,0.793311,1.040341,0.492167 
 0.749450,0.798948,1.058357,0.475196 
 0.761801,0.792559,1.032540,0.501305 
 0.767213,0.778279,1.018855,0.514360 
 0.760688,0.783916,1.038711,0.483029 
 0.763256,0.783540,1.066521,0.462141 
 0.766661,0.777151,1.033942,0.492167 
 0.760594,0.791056,1.011264,0.514360 
 0.760678,0.791808,1.048189,0.483029 
 0.765680,0.779782,1.021790,0.513055 
 0.754134,0.789177,1.033264,0.503916 
 0.763239,0.786546,1.063272,0.460836 
