 0.877786,0.662157,1.072787,0.383812 
 0.859509,0.682074,0.986648,0.523499 
 0.834382,0.708756,1.009564,0.519582 
 0.846209,0.689966,1.000158,0.535248 
 0.833172,0.705374,1.022441,0.505222 
 0.829433,0.712514,0.974263,0.554830 
 0.830197,0.713266,1.026797,0.506527 
 0.820503,0.721909,1.039258,0.490862 
 0.825485,0.712514,1.035709,0.496084 
 0.814695,0.724915,1.012937,0.520888 
 0.808485,0.731680,1.039326,0.486945 
 0.811760,0.729049,1.058787,0.469974 
 0.815980,0.725291,1.026533,0.502611 
 0.813077,0.732807,0.997933,0.544386 
 0.810950,0.733183,1.039360,0.492167 
 0.803355,0.738820,1.073791,0.453003 
 0.803352,0.738820,1.006911,0.523499 
 0.799949,0.742578,1.080877,0.451697 
 0.796319,0.751221,1.031155,0.494778 
 0.792313,0.751221,1.008611,0.523499 
 0.791378,0.753100,1.031946,0.503916 
 0.793608,0.751221,1.058450,0.475196 
 0.792111,0.751221,1.053465,0.469974 
 0.793792,0.751221,1.048606,0.477807 
 0.794101,0.748967,1.007393,0.531332 
 0.787365,0.757234,1.030989,0.496084 
 0.781475,0.760241,1.017606,0.516971 
 0.788188,0.756107,1.023965,0.513055 
 0.780444,0.757986,1.062140,0.468668 
 0.783836,0.759113,1.039724,0.500000 
 0.772511,0.770387,1.036717,0.502611 
 0.779361,0.759865,1.044267,0.483029 
 0.776611,0.767381,1.011150,0.531332 
 0.778962,0.761368,1.067041,0.463446 
 0.772713,0.770387,1.017869,0.514360 
 0.763327,0.782788,1.023259,0.514360 
 0.786316,0.755731,1.040653,0.497389 
 0.768071,0.776776,1.032830,0.503916 
 0.770420,0.773393,1.060400,0.473890 
 0.766101,0.779030,1.061499,0.471279 
 0.766857,0.781661,1.012097,0.526110 
 0.766527,0.777151,1.057132,0.479112 
 0.778197,0.765502,1.084051,0.442559 
 0.768163,0.777527,1.056878,0.475196 
 0.762756,0.780909,1.087526,0.449086 
 0.757308,0.786922,1.045770,0.493473 
 0.760339,0.785795,1.031287,0.509138 
 0.764695,0.779030,1.057922,0.479112 
 0.763401,0.780909,1.055821,0.483029 
 0.767197,0.775272,1.070218,0.468668 
